,NewsFullContent
15988,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    hpg hose    gvr hose    mbb hose    bvh hose    vib upcom    hdb hose    shb hnx    stb hose    pow hose    bsr upcom    pdr hose    hng hose    ssi hose    hsg hose    gmd hose    nlg hose    kdc hose    ppc hose    hcm hose    pvs hnx    dgc hose    tch hose    nt hose    dpm hose    vpi hose    dcm hose    ita hose    hdg hose    ctd hose    geg hose    pan hose    hose    pvt hose    asm hose    hbc hose    dgw hose    shs hnx    flc hose    bmi hose    cre hose    fit hose    nkg hose    vix hnx    tcm hose    tta hose    ttf hose    ldg hose    fcn hose    agr hose    ntl hose    bcg hose    cts hose    tdc hose    cg upcom    bfc hose    las hnx    ckg hose    tig hnx    dri upcom    lss hose    jvc hose    hai hose    drh hose    amd hose    dlg hose    vrc hose    hose    evg hose    dag hose    mbg hnx    apg hose    plp hose    aav hnx    art hnx    aas upcom    sbs upcom    sjf hose    vnp upcom    nst hnx    mpt hnx    vig hnx   
15992,cổ phiếu fpt  đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
16015,top cổ phiếu kéo chỉ số lên stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp bid ~% vcg ~% vea ~% gas ~% php ~% bsr ~% plx ~% idc ~% vgi ~% nvl ~% pvs ~% acv ~% tcb ~% nvb ~% nab ~% top cổ phiếu kéo chỉ số xuống stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp sab ~% cdn ~% han ~% vic ~% pic ~% ~% lgc ~% psd ~% tis ~% hng ~% vc ~% sip ~% msn ~% pmc ~% vnb ~%
16020,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vnm hose    vjc hose    dxg hose    hdg hose    bid hose    hpg hose    lpb hose    plx hose    bmp hose    thông tin chi tiết xin vui lòng truy cập tại
16075,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    acv upcom    vcs hnx    msh hose    tdh hose    vec upcom   
16076,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vnm hose    vgi upcom    pgv upcom    kdh hose    vcs hnx    gmd hose    hdg hose    vgt upcom    vix hnx    tdp hose    agr hose    idi hose    upcom    ors upcom    ckg hose    psb upcom    bdg upcom    nha hnx    vos hose    crc hose    sbs upcom    aps hnx    uni hnx    scl upcom    hbs hnx    lut hnx   
16077,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vnm hose    msn hose    vre hose    plx hose    nvl hose    mbb hose    hvn hose    pow hose    tpb hose    eib hose    kdh hose    hng hose    ree hose    lpb hose    sbt hose    gex hose    oil upcom    hsg hose    gmd hose    phr hose    ppc hose    kbc hose    vci hose    dpm hose    evfvn hose    nt hose    ht hose    gtn hose    bwe hose    pvd hose    ctd hose    ita hose    hdg hose    geg hose    hose    dbc hose    pc hose    vsh hose    fuevfvnd hose    asm hose    cmg hose    kos hose    flc hose    szc hose    vsc hose    chp hose    ptb hose    tdm hose    tcm hose    ast hose    sam hose    drc hose    bic hose    dbd hose    asg hose    psh hose    ogc hose    ijc hose    dmc hose    qcg hose    ksb hose    nct hose    fts hose    ibc hose    tv hose    hose    csm hose    ldg hose    vng hose    tac hose    idi hose    lcg hose    nsc hose    stk hose    ntl hose    hhs hose    pgc hose    vis hose   csv hose    ros hose    smb hose    g upcom    sjd hose    naf hose    hose    szl hose    vds hose    ctf hose    bfc hose    bcc hnx    fuessvfl hose    smc hose    tip hose    tcl hose    nnc hose    btp hose    shi hose    hqc hose    thg hose    ict hose    vcr upcom    fir hose    ckg hose    skg hose    tvb hose    gdt hose    acl hose    ilb hose    abs hose    vpg hose    ptl hose    bdg upcom    gmc hose    jvc hose    cng hose    eve hose    src hose    vip hose    hii hose    hai hose    tsc hose    apc hose    amd hose    dqc hose    tya hose    dlg hose    vph hose    sfi hose    acc hose    pxs hose    vne hose    elc hose    hub hose    vrc hose    hose    khp hose    hose    hti hose    cdc hose    evg hose    dag hose    tct hose    apg hose    hose    vps hose    hmc hose    psp upcom   vid hose    sbv hose    phc hose    bce hose    lgl hose    sav hose    mhc hose    hnx    agm hose    asp hose    tmt hose    tld hose    hvh hose    sjf hose    itd hose    udc hose    qbs hose    tni hose    hid hose    fuemav hose    bmc hose    dah hose    vtb hose    pxi hose    mcg hose    hsl hose    bii hnx    fuevn hose   dta hose    ybm hose    nag hnx    tth hnx    fuessv hose    pvl hnx    tnt hose    ctp hnx    svn hnx   tgg hose    pxt hose    ttz hnx    pvv upcom   spi hnx    dzm hnx    bvg upcom    atb upcom   vnh upcom  
16078,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vnm hose    msn hose    vpb hose    vre hose    plx hose    nvl hose    fpt hose    bcm hose    hvn hose    hdb hose    stb hose    pow hose    tpb hose    eib hose    pnj hose    hng hose    ree hose    lpb hose    oil upcom    phr hose    vhc hose    dig hose    nlg hose    kdc hose    ppc hose    kbc hose    vci hose    dpm hose    evfvn hose    nab upcom    nt hose    dcm hose    vpi hose    ht hose    gtn hose    bwe hose    pvd hose    ita hose    tvn upcom    pan hose    vgt upcom    geg hose    hose    hag hose    pvt hose    pc hose    han upcom   fuevfvnd hose    asm hose    kos hose    flc hose    pom hose    sjs hose    tlg hose    vsc hose    bmi hose    ptb hose    tdm hose    tcm hose    ast hose    drc hose    tms hose    bic hose    mbs hnx    tta hose    psh hose    ogc hose    ceo hnx    ijc hose    msh hose    qcg hose    ksb hose    fts hose    ibc hose    tv hose    ttf hose    dd hose    lhg hose    agr hose    gil hose    htn hose    vng hose    fcn hose    idi hose    bsi hose    stk hose    hhs hose    dpg hose    csv hose    ros hose    sjd hose    naf hose    tdh hose    ctf hose    bfc hose    bcc hnx    fuessvfl hose    smc hose    tip hose    tcl hose    hqc hose    hut hnx    vcr upcom    ckg hose    skg hose    tvb hose    amv hnx    ilb hose    tlh hose    abs hose    vpg hose    tig hnx    jvc hose    tna hose    vip hose    hii hose    hai hose    hose    apc hose    amd hose    dlg hose    pxs hose    elc hose    vrc hose    hose    khp hose    hose    hti hose    evg hose    dag hose    mbg hnx    apg hose    hap hose    plp hose    pvc hnx    klf hnx    phc hose    crc hose    art hnx    bce hose    lgl hose    sra hnx    hnx    ttb hose    hvh hose    sjf hose    mst hnx    qbs hose    tni hose    kmr hose    aps hnx    fuemav hose    dah hose    pfl upcom    nsh hnx    hsl hose    dst hnx    bii hnx    hcd hose    ftm hose    kvc hnx    hhg hnx    ksh upcom   tdg hose    acm hnx   vig hnx    mpt hnx    tgg hose    fid hnx   
16079,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vhm hose    vnm hose    acv upcom    sab hose    ctg hose    hpg hose    msn hose    vgi upcom    tcb hose    gvr hose    vjc hose    nvl hose    mbb hose    mwg hose    hvn hose    hdb hose    vib upcom    shb hnx    stb hose    pow hose    bsr upcom    tpb hose    pnj hose    pdr hose    kdh hose    hng hose    aph hose    lpb hose    gex hose    oil upcom    gmd hose    nlg hose    kdc hose    ppc hose    kbc hose    pvs hnx    tch hose    nt hose    vpi hose    pvd hose    ctd hose    ita hose    pan hose    hdg hose    vgt upcom    hose    dbc hose    hag hose    pvt hose    vnd hose    bvb upcom    pc hose    fuevfvnd hose    asm hose    nvb hnx    dhc hose    dgw hose    shs hnx    hbc hose    pom hose    sjs hose    vsc hose    anv hose    bmi hose    tdm hose    cre hose    tcm hose    ast hose    agg hose    nkg hose    vix hnx    tta hose    frt hose    ceo hnx    ijc hose    msh hose    qcg hose    tdp hose    dvp hose    nct hose    ibc hose    dpr hose    tv hose    nhh hose    fmc hose    ttf hose    dd hose    ldg hose    agr hose    gil hose    cvt hose    fcn hose    lcg hose    ros hose    bcg hose    smb hose    g upcom    tng hnx    ors upcom    tdc hose    tdh hose    bfc hose    bcc hnx    tcl hose    nnc hose    hah hose    hqc hose    cti hose    hut hnx    ckg hose    skg hose    tvb hose    acl hose    tlh hose    abs hose    tvc hnx    jvc hose    tna hose    hai hose    dlg hose    hub hose    vrc hose    hose    cdc hose    dag hose    tct hose    mbg hnx    hap hose    plp hose    aav hnx    vos hose    dhm hose    klf hnx    vid hose    sbv hose    phc hose    crc hose    hhp hnx    agm hose    ttb hose    asp hose    hvh hose    tni hose    hid hose    dah hose    wss hnx    pwa upcom    hsl hose    dst hnx    tdg hose    vig hnx    tgg hose    spi hnx   
16087,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    acv upcom    vcs hnx    msh hose    tdh hose    vec upcom   
16088,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vnm hose    vgi upcom    pgv upcom    kdh hose    vcs hnx    gmd hose    hdg hose    vgt upcom    vix hnx    tdp hose    agr hose    idi hose    upcom    ors upcom    ckg hose    psb upcom    bdg upcom    nha hnx    vos hose    crc hose    sbs upcom    aps hnx    uni hnx    scl upcom    hbs hnx    lut hnx   
16089,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vnm hose    msn hose    vre hose    plx hose    nvl hose    mbb hose    hvn hose    pow hose    tpb hose    eib hose    kdh hose    hng hose    ree hose    lpb hose    sbt hose    gex hose    oil upcom    hsg hose    gmd hose    phr hose    ppc hose    kbc hose    vci hose    dpm hose    evfvn hose    nt hose    ht hose    gtn hose    bwe hose    pvd hose    ctd hose    ita hose    hdg hose    geg hose    hose    dbc hose    pc hose    vsh hose    fuevfvnd hose    asm hose    cmg hose    kos hose    flc hose    szc hose    vsc hose    chp hose    ptb hose    tdm hose    tcm hose    ast hose    sam hose    drc hose    bic hose    dbd hose    asg hose    htm upcom    psh hose    ogc hose    ijc hose    msh hose    dmc hose    qcg hose    ksb hose    nct hose    fts hose    ibc hose    tv hose    hose    csm hose    ldg hose    vng hose    tac hose    idi hose    lcg hose    nsc hose    stk hose    ntl hose    hhs hose    pgc hose    vis hose    csv hose    ros hose    smb hose    g upcom    sjd hose    naf hose    hose    szl hose    vds hose    ctf hose    bfc hose    bcc hnx    fuessvfl hose    smc hose    tip hose    tcl hose    nnc hose    btp hose    shi hose    hqc hose    thg hose    ict hose    vcr upcom    fir hose    ckg hose    skg hose    tvb hose    gdt hose    acl hose    ilb hose    abs hose    vpg hose    vto hose    ptl hose    bdg upcom    gmc hose    jvc hose    cng hose    eve hose    src hose    vip hose    hii hose    hai hose    tsc hose    apc hose    amd hose    dqc hose    tya hose    dlg hose    vph hose    sfi hose    acc hose    pxs hose    vne hose    elc hose    hub hose    vrc hose    hose    khp hose    hose    hti hose    cdc hose    evg hose    dag hose    tct hose    apg hose    hose    vps hose    hmc hose    psp upcom    vid hose    sbv hose    ads hose    phc hose    bce hose    lgl hose    sav hose    mhc hose    hnx    rcl hnx    agm hose    asp hose    tmt hose    vmc hnx    tld hose    hvh hose    mfs upcom    sjf hose    itd hose    udc hose    qbs hose    tni hose    hid hose    aps hnx    fuemav hose    bmc hose    dah hose    vtb hose    pxi hose    mcg hose    hbs hnx    hsl hose    bii hnx    fuevn hose    dta hose    ybm hose    nag hnx    tth hnx    fuessv hose    kvc hnx    pvl hnx    itq hnx    ksh upcom   tnt hose    ds hnx    acm hnx   ctp hnx    svn hnx    tgg hose    pxt hose    ttz hnx    pvv upcom   cdo upcom   spi hnx    clg hose   dzm hnx    bvg upcom    lcm hose   ve hnx    atb upcom   vnh upcom  
16090,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vnm hose    msn hose    vpb hose    vre hose    plx hose    nvl hose    fpt hose    bcm hose    hvn hose    hdb hose    stb hose    pow hose    tpb hose    eib hose    pnj hose    hng hose    ree hose    lpb hose    oil upcom    phr hose    vhc hose    dig hose    nlg hose    kdc hose    ppc hose    kbc hose    vci hose    dpm hose    evfvn hose    nab upcom    nt hose    dcm hose    vpi hose    ht hose    gtn hose    bwe hose    pvd hose    ita hose    tvn upcom    pan hose    vgt upcom    geg hose    hose    hag hose    pvt hose    pc hose    han upcom    fuevfvnd hose    asm hose    kos hose    flc hose    pom hose    sjs hose    tlg hose    vsc hose    bmi hose    ptb hose    tdm hose    tcm hose    ast hose    drc hose    tms hose    bic hose    mbs hnx    tta hose    psh hose    ogc hose    ceo hnx    ijc hose    msh hose    qcg hose    ksb hose    fts hose    ibc hose    tv hose    ttf hose    dd hose    lhg hose    agr hose    gil hose    htn hose    vng hose    fcn hose    idi hose    bsi hose    stk hose    hhs hose    dpg hose    csv hose    ros hose    sjd hose    naf hose    tdh hose    ctf hose    bfc hose    bcc hnx    fuessvfl hose    smc hose    tip hose    tcl hose    hqc hose    hut hnx    vcr upcom    ckg hose    skg hose    tvb hose    amv hnx    ilb hose    tlh hose    abs hose    vpg hose    tig hnx    jvc hose    tna hose    vip hose    hii hose    hai hose    vgs hnx    hose    apc hose    amd hose    dlg hose    pxs hose    elc hose    vrc hose    hose    khp hose    hose    hti hose    evg hose    dag hose    mbg hnx    apg hose    hap hose    plp hose    pvc hnx    klf hnx    phc hose    crc hose    art hnx    bce hose    lgl hose    sra hnx    hnx    ttb hose    hvh hose    tdt hnx    sjf hose    mst hnx    qbs hose    tni hose    kmr hose    aps hnx    fuemav hose    dah hose    pfl upcom    nsh hnx    hsl hose    dst hnx    bii hnx    hcd hose    ftm hose    kvc hnx    hhg hnx    ksh upcom   tdg hose    acm hnx   vig hnx    mpt hnx    tgg hose    fid hnx   
16113,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy stb hose    tcb hose    hpg hose    ita hose    hbc hose    gmd hose    pow hose    hsg hose    ssi hose    mbb hose    thông tin chi tiết xin vui lòng truy cập tại
16115,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    gas hose    hpg hose    msn hose    tcb hose    vpb hose    vre hose    nvl hose    vjc hose    acb hnx    mbb hose    fpt hose    shb hnx    stb hose    pow hose    bsr upcom    pnj hose    ree hose    aph hose    sbt hose    gex hose    hsg hose    vhc hose    phr hose    hcm hose    nlg hose    kdc hose    dig hose    pvs hnx    vpi hose    ctd hose    pvt hose    vnd hose    dhc hose    asm hose    shs hnx    hbc hose    flc hose    fit hose    cre hose    vix hnx    tta hose    ceo hnx    ibc hose    nhh hose    fts hose    agr hose    ros hose    bcg hose    hvg upcom    g upcom    ors upcom    cg upcom    tdh hose    shi hose    hqc hose    hut hnx    hax hose    tlh hose    abs hose    vpg hose    tvc hnx    pvx upcom    hai hose    cdc hose    pas upcom    hose    elc hose    dag hose    evg hose    pvb hnx    apg hose    plp hose    hhp hnx    sbs upcom    bii hnx    dst hnx    ksh upcom   tdg hose    khb upcom  
