,NewsFullContent
12499,cổ phiếu bid  bidv đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12500,cổ phiếu vcb  vietcombank đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12501,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    ctg hose    mwg hose    fpt hose    stb hose    vib upcom    pnj hose    qns upcom    ppc hose    gmd hose    evfvn hose    dbc hose    vgt upcom    hdg hose    ast hose    bic hose    scr hose    evf upcom    ibc hose    ltg upcom    hhs hose    ttf hose    fuevfvnd hose    hqc hose    bcc hnx    vix hnx    shi hose    bfc hose    las hnx    hut hnx    s hnx    g upcom    hah hose    ckg hose    idj hnx    tni hose    dah hose    jvc hose    klf hnx    dri upcom    pvc hnx    art hnx    pxs hose    phc hose    fcm hose    evg hose    qbs hose    mbg hnx    sjf hose    hhp hnx    afx upcom    sbs upcom    kmr hose    lig hnx    mst hnx    hda hnx    hnx    ftm hose    hsl hose    tth hnx    ksq hnx    bii hnx    itq hnx    vna upcom    hhg hnx    kvc hnx    tnt hose    pfl upcom   pxt hose    hkb hnx   acm hnx   tgg hose    clg hose    ppi upcom   mpt hnx    pvv upcom   spi hnx    ve hnx    vnh upcom   
12503,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vhm hose    vgi upcom    ctg hose    tcb hose    hpg hose    vre hose    vpb hose    vea upcom    plx hose    gvr hose    mbb hose    hvn hose    bvh hose    fpt hose    shb hnx    pow hose    bsr upcom    stb hose    vib upcom    vcs hnx    sbt hose    ssi hose    oil upcom    lpb upcom    hnd upcom    tch hose    kbc hose    phr hose    kdc hose    nlg hose    dxg hose    hcm hose    gmd hose    hag hose    ita hose    ctd hose    pvd hose    hsg hose    gtn hose    dig hose    pvt hose    pc hose    ctr upcom    sjs hose    shs hnx    hbc hose    ceo hnx    anv hose    ptb hose    scr hose    flc hose    szc hose    frt hose    evf upcom    ros hose    msh hose    ijc hose    asm hose    ltg upcom    ksb hose    cre hose    hhs hose    fcn hose    ogc hose    tcm hose    ntl hose    idi hose    hdc hose    ttf hose    fuevfvnd hose    tdh hose    tng hnx    ndn hnx    bcc hnx    pxl upcom    cts hose    bvs hnx    gil hose    hut hnx    amv hnx    gmc hose    hai hose    amd hose    cng hose    hah hose    drh hose    hose    dlg hose    vcr upcom    tsc hose    mta upcom    pvb hnx    qbs hose    mbg hnx    nbc hnx    ssn upcom    hvh hose    tnd upcom    ftm hose    hsl hose    ksq hnx    tgg hose    bvg upcom   
12533,cổ phiếu vic  vingroup có giá giảm và khối lượng tăng liên tiếp phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12534,cổ phiếu bid  bidv có đường giá cắt lên trên đường ngắn hạn ma giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12536,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vnm hose    acv upcom    vgi upcom    ctg hose    hpg hose    msn hose    vea upcom    hvn hose    fpt hose    pow hose    bsr upcom    stb hose    vef upcom    msr upcom    vib upcom    fox upcom    dhg hose    snz upcom    qns upcom    oil upcom    hnd upcom    ssi hose    lpb upcom    vgc hose    vtp upcom    ppc hose    kbc hose    phr hose    sip upcom    vhc hose    hpx hose    scs hose    dxg hose    nt hose    hcm hose    gmd hose    dpm hose    mpc upcom    ht hose    ita hose    hag hose    tvn upcom    hsg hose    dcm hose    vgt upcom    bmp hose    vci hose    bwe hose    hdg hose    ntc upcom    dvn upcom    imp hose    ctr upcom    hbc hose    anv hose    scr hose    qcg hose    tdm hose    aaa hose    bmi hose    szc hose    frt hose    ibc hose    voc upcom    tv hose    hose    ltg upcom    vlc upcom    ijc hose    fit hose    yeg hose    csm hose    fts hose    nct hose    ldg hose    nhh hose    vsc hose    dpr hose    nkg hose    sgp upcom    ksb hose    mig upcom    hhs hose    fmc hose    tac hose    dgw hose    dd hose    hose    sjd hose    pac hose    ttf hose    csv hose    smb hose    hqc hose    btp hose    pxl upcom    agr hose    tdc hose    szb hnx    shi hose    tcl hose    szl hose    thg hose    lcg hose    bfc hose    vns hose    gil hose    cg upcom    bdt upcom    gmc hose    pvp upcom    acl hose    g upcom    amd hose    tip hose    dlg hose    drh hose    gdt hose    hose    dah hose    apc hose    sgt hose    ktl upcom    vrc hose    ilb hose    mta upcom    hii hose    jvc hose    tya hose    eve hose    tnc hose    tsc hose    dri upcom    hose    lss hose    ptl hose    vrg upcom    hose    vip hose    elc hose    hub hose    fcm hose    ttb hose    pxs hose    qbs hose    evg hose    plp hose    bce hose    sjf hose    ssn upcom    hap hose    ttn upcom    sbs upcom    hvh hose    vhg upcom    vca upcom    afx upcom    fuessv hose    mhc hose    udc hose    bmc hose    tld hose    mcg hose    pwa upcom    ftm hose    pxi hose    cig hose    ts hose    vna upcom    its upcom    pfl upcom   pxt hose    sd upcom    ppi upcom   tgg hose    dcs upcom   atb upcom   piv upcom   psg upcom   dps hnx   upcom   g upcom  
12550,cổ phiếu mwg  thế giới di động có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12551,cổ phiếu vcb  vietcombank có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12553,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vnm hose    acv upcom    vgi upcom    ctg hose    hpg hose    msn hose    vea upcom    hvn hose    fpt hose    pow hose    bsr upcom    stb hose    vef upcom    msr upcom    vib upcom    fox upcom    dhg hose    snz upcom    qns upcom    oil upcom    hnd upcom    ssi hose    lpb upcom    vgc hose    vtp upcom    ppc hose    kbc hose    phr hose    sip upcom    vhc hose    hpx hose    scs hose    dxg hose    nt hose    hcm hose    gmd hose    dpm hose    mpc upcom    ht hose    ita hose    qtp upcom    hag hose    tvn upcom    hsg hose    dcm hose    vgt upcom    bmp hose    sas upcom    vci hose    bwe hose    hdg hose    ntc upcom    dvn upcom    cmg hose    imp hose    ctr upcom    hbc hose    anv hose    scr hose    qcg hose    tdm hose    aaa hose    bmi hose    szc hose    frt hose    ibc hose    voc upcom    tv hose    hose    ltg upcom    vlc upcom    ijc hose    fit hose    yeg hose    csm hose    fts hose    nct hose    ldg hose    nhh hose    vsc hose    dpr hose    nkg hose    sgp upcom    ksb hose    mig upcom    hhs hose    fmc hose    tac hose    dgw hose    dd hose    hose    sjd hose    pac hose    ttf hose    csv hose    smb hose    hqc hose    btp hose    pxl upcom    agr hose    tdc hose    szb hnx    shi hose    tcl hose    szl hose    thg hose    lcg hose    bfc hose    vns hose    gil hose    vpg hose    cg upcom    bdt upcom    gmc hose    pvp upcom    acl hose    g upcom    amd hose    tip hose    dlg hose    drh hose    gdt hose    hose    dah hose    apc hose    sgt hose    ktl upcom    vrc hose    ilb hose    mta upcom    hii hose    jvc hose    tya hose    eve hose    tnc hose    tsc hose    dri upcom    hose    lss hose    ptl hose    vrg upcom    hose    vip hose    elc hose    hub hose    fcm hose    ttb hose    pxs hose    qbs hose    evg hose    plp hose    bce hose    sjf hose    ssn upcom    hap hose    ttn upcom    sbs upcom    hvh hose    vhg upcom    vca upcom    afx upcom    fuessv hose    mhc hose    udc hose    bmc hose    tld hose    mcg hose    pwa upcom    ftm hose    pxi hose    cig hose    ts hose    vna upcom    its upcom    pfl upcom   pxt hose    sd upcom    ppi upcom   tgg hose    dcs upcom   ksh upcom   atg hose   atb upcom   piv upcom   ntb upcom   psg upcom   srb upcom   dps hnx   upcom   g upcom   ata upcom  
12588,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy stb hose    qtp upcom    fit hose    vc hnx    tya hose    atg hose  
12589,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy stb hose    dlg hose    evfvn hose    ros hose    hdb hose    flc hose    hsg hose    tdh hose    vnm hose    hbc hose    thông tin chi tiết xin vui lòng truy cập tại
12591,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vhm hose    vnm hose    bid hose    gas hose    vgi upcom    tcb hose    hpg hose    msn hose    vjc hose    vre hose    vpb hose    gvr hose    mbb hose    acb hnx    hvn hose    fpt hose    shb hnx    hdb hose    pow hose    bsr upcom    stb hose    hng hose    vib upcom    ssi hose    lpb upcom    tch hose    gex hose    kbc hose    dxg hose    pvs hnx    nt hose    hcm hose    ita hose    dpm hose    ht hose    ctd hose    dgc hnx    hsg hose    hag hose    dbc hose    pvd hose    gtn hose    vci hose    dig hose    nvb hnx    hdg hose    kos hose    pvt hose    pc hose    vnd hose    sjs hose    flc hose    drc hose    scr hose    ptb hose    aaa hose    qcg hose    bmi hose    frt hose    szc hose    evf upcom    mbs hnx    ros hose    ldg hose    asm hose    vsc hose    nkg hose    cre hose    hhs hose    ksb hose    fuevfvnd hose    cti hose    tcm hose    stk hose    ogc hose    idi hose    ntl hose    csv hose    ttf hose    tdh hose    tng hnx    pgc hose    tdc hose    bcc hnx    cts hose    szl hose    hut hnx    bfc hose    gil hose    skg hose    amv hnx    cvt hose    tna hose    hai hose    amd hose    dlg hose    drh hose    idj hnx    hose    vrc hose    tlh hose    lgl hose    qbs hose    mbg hnx    bce hose    dst hnx    afx upcom    hcd hose    tth hnx    ksq hnx    hhg hnx    kvc hnx   tnt hose    vig hnx   tdg hose    lmh hose   nhp hnx  
12603,cổ phiếu vic  vingroup có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12607,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy stb hose    dlg hose    ita hose    hbc hose    klf hnx    flc hose    hqc hose    hcm hose    hdb hose    shb hnx    thông tin chi tiết xin vui lòng truy cập tại
12634,cổ phiếu msn  tập đoàn masan có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12636,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    mch upcom    bsr upcom    vef upcom    fox upcom    hnd upcom    lpb upcom    vgc hose    hpx hose    nt hose    sip upcom    dbc hose    pme hose    ntc upcom    ptb hose    gab hose    fit hose    ibc hose    hose    nhh hose    ldg hose    fmc hose    dgw hose    hose    pxl upcom    trc hose    shi hose    tcl hose    szl hose    hai hose    htn hose    bsl upcom    tip hose    dlg hose    acl hose    sgt hose    jvc hose    tsc hose    tya hose    vip hose    hti hose    elc hose    plp hose    uic hose    evg hose    phc hose    sbv hose    hmc hose    qbs hose    mhc hose    hid hose    itd hose    sbs upcom    fuessv hose    vhg upcom    udc hose    tld hose    cig hose    vna upcom    pfl upcom   tgg hose    tdg hose    pvv upcom   sdp upcom    vnh upcom    atb upcom  
12667,cổ phiếu vic  vingroup đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12671,top cổ phiếu kéo chỉ số lên stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp vic ~% shb ~% vgi ~% bid ~% acb ~% vea ~% ctg ~% vcg ~% bsr ~% hpg ~% vnr ~% acv ~% vcb ~% pvs ~% fox ~% top cổ phiếu kéo chỉ số xuống stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp plx ~% shn ~% pgv ~% vjc ~% tvc ~% tis ~% vnm ~% sj ~% sbh ~% hvn ~% csc ~% vlb ~% pdr ~% ~% vnb ~%
12672,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    qcg hose    s hnx    ckg hose    tnc hose    plp hose    qbs hose    dcs upcom   lcs hnx   icf upcom    hva upcom    top upcom   piv upcom   pva upcom  
12673,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    vic hose    vnm hose    msn hose    vre hose    vjc hose    nvl hose    pow hose    tpb hose    hnd upcom    sbt hose    vgc hose    gex hose    vpi hose    evfvn hose    ita hose    ceo hnx    hqc hose    shi hose    hut hnx    ckg hose    g upcom    klf hnx    pvb hnx    tni hose    art hnx    dst hnx    sjf hose    vos hose    bce hose    aav hnx    sbs upcom    lig hnx    tld hose    mst hnx    vkc hnx    sd hnx    tth hnx    hsl hose    ksq hnx    itq hnx    hhg hnx    bii hnx   hkb hnx    vna upcom    kvc hnx    pfl upcom   pxt hose    ppi upcom   acm hnx   clg hose    vig hnx   mpt hnx    fid hnx    nhp hnx   ksh upcom   spi hnx    pvv upcom   ttz hnx    ve hnx    atg hose   psg upcom   atb upcom   vnh upcom    dps hnx   ksk upcom  
12697,bán đồng hồ ‘ tháng mùa dịch bằng cả năm’ mùa dịch covid là thời điểm khó khăn của tất cả các ngành hàng không thiết yếu song đồng hồ lại cho thấy một bức tranh hoàn toàn khác ở thế giới di động nhà bán lẻ bắt đầu công bố bán những sản phẩm chưa từng bán và thử nghiệm mô hình kinh doanh đồng hồ shopinshop cửa hàng đồng hồ bên trong cửa hàng bán điện thoại từ tháng  đến cuối năm  chuỗi bán ra hơn  sản phẩm và thu về lợi nhuận gần tỷ đồng nửa đầu năm nay trái ngược với dự đoán suy giảm của thị trường thế giới di động đã lội ngược dòng với doanh số vượt cả năm trước cộng lại doanh thu đạt gần tỷ đồng tăng trưởng ngoạn mục gấp % cùng kỳ năm ngoái tham vọng tăng gấp doanh số đến cuối năm thừa thắng xông lên với gần nửa triệu chiếc đồng hồ bán ra thế giới di động đặt tham vọng tăng trưởng ngoạn mục gấp lần đến cuối năm mục tiêu của chuỗi là chinh phục cột mốc triệu sản phẩm đưa mảng bán đồng hồ trở thành một trong những động lực tăng trưởng mới cho chuỗi di động và điện máy để đạt được điều này ceo thế giới di động đoàn văn hiểu em cho biết sẽ dồn lực mở thêm các cửa hàng mới năm ngoái chuỗi ghi dấu ấn với tốc độ mở shop nhanh chóng đỉnh điểm có tháng gấp rút tăng đến cửa hàng quy mô lớn vị trí đẹp dự kiến cuối tháng này doanh nghiệp sẽ hoàn thiện shop đồng hồ trở thành nhà bán lẻ có số cửa hàng đồng hồ nhiều nhất sau tháng gia nhập thị trường đặc biệt tăng trưởng quy mô vẫn còn nhiều dư địa bởi chuỗi sẵn có  cửa hàng để đưa đồng hồ lên kệ ngay tức thời thế giới di động hiện sở hữu danh mục khủng hơn  mẫu đồng hồ đến từ thương hiệu trong đó có cả những thương hiệu độc quyền chỉ thế giới di động mới có và những nhãn hiệu riêng của nhà bán lẻ đại diện chuỗi cho biết sẽ không ngừng đa dạng sản phẩm và đàm phán với các nhà cung cấp thân thiết nhằm mang đến mức giá tốt nhất cho người dùng công ty tập trung phục vụ nhóm khách hàng phổ thông và trung cấp với giá sản phẩm dao động từ  đồng đến triệu đồng mục tiêu là đưa đến tay khách hàng sản phẩm đồng hồ chính hãng với giá thực nhất đơn cử chiếc đồng hồ thời thượng đắt nhất của citizen sau khi lên kệ giảm chỉ còn  triệu đồng thấp hơn nhiều so với giá thị trường hậu covid thế giới di động còn tiếp tục triển khai nhiều chương trình ưu đãi sốc nửa cuối năm đại diện chuỗi kỳ vọng người tiêu dùng sẽ có được trải nghiệm hoàn hảo khi mua đồng hồ chính hãng giá tốt ưu đãi hời bảo hành trọn gói… và mang theo triệu chiếc đồng hồ ra khỏi cửa hàng
12700,cổ phiếu ssi  chứng khoán ssi có dấu hiệu bán chủ động với khối lượng bán xuống lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12701,cổ phiếu ctg  vietinbank có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12732,mục đích chào bán là tăng quy mô vốn hoạt động và cho vay nền kinh tế đảm bảo tỷ lệ an toàn hoạt động ngân hàng sẽ bổ sung hơn  tỷ đồng vào nguồn vốn cho vay lĩnh vực sản xuất và phân phối điện vietinbank hose ctg công bố chào bán trái phiếu đợt cho công chúng và một đợt riêng lẻ trong năm  đợt đầu tiên ngân hàng sẽ chào bán  tỷ đồng gồm  tỷ đồng trái phiếu kỳ hạn năm và nửa còn là trái phiếu kỳ hạn năm lãi suất trái phiếu bằng lãi suất tham chiếu bình quân lãi suất tiền gửi tiết kiệm cá nhân bằng đồng việt nam trả sau kỳ hạn tháng của agribank bidv vietinbank vietcombank cộng %năm với trái phiếu và cộng %năm với trái phiếu  các trái phiếu phát hành là loại không chuyển đổi không kèm chứng quyền không có bảo đảm bằng tài sản vietinbank và thỏa mãn các điều kiện để tính vào vốn cấp  giá chào bán bằng mệnh giá  đồngtrái phiếu thời gian thực hiện trong quý iiiii thời hạn nhận đăng ký mua từ  đến  mục đích phát hành nhằm tăng quy mô vốn hoạt động và cho vay nền kinh tế đảm bảo các tỷ lệ an toàn hoạt động theo yêu cầu của ngân hàng nhà nước vietinbank sẽ dùng số tiền huy động được trong đợt đầu bổ sung vào nguồn vốn cho vay trung dài hạn ở lĩnh vực gồm sản xuất và phân phối điện khí đốt  tỷ đồng; công nghiệp chế biến chế tạo  tỷ đồng; khai khoáng tỷ đồng và ngành khác tỷ đồng đợt thứ hai ngân hàng sẽ chào bán  tỷ đồng gồm loại trái phiếu trên trong quý đến quý iv mỗi loại  tỷ đồng số tiền thu về cũng được bổ sung nguồn vốn cho vay  tỷ đồng ở ngành sản xuất và phần phối điện tỷ đồng ở ngành công nghiệp và chế biến chế tạo tỷ đồng ở ngành khai khoáng và còn lại vào ngành khác ngân hàng huy động vốn từ trái phiếu bổ sung nguồn cho vay trung dài hạn ảnh lh bên cạnh đó vietinbank cũng chào bán trái phiếu riêng lẻ đợt khác mỗi đợt tỷ đồng gồm loại trái phiếu thời gian thực hiện trong tháng  giá chào bán bằng mệnh giá triệu đồngtrái phiếu trái phiếu thứ nhất là loại kỳ hạn năm lãi suất cố định %năm với toàn bộ kỳ hạn năm trả định kỳ mỗi năm trái phiếu bị hạn chế giao dịch dưới nhà đầu tư ngày thực hiện quyền mua lại năm từ ngày phát hành trái phiếu thứ hai là loại kỳ hạn năm lãi suất thả nổi bằng lãi suất tham chiếu bình quân lãi suất tiền gửi tiết kiệm cá nhân bằng đồng việt nam trả sau kỳ hạn tháng của agribank bidv vietinbank vietcombank cộng với %năm ngày thực hiện quyền mua lại năm từ ngày phát hành
12762,cổ phiếu fpt  fpt corp đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12793,cổ phiếu ctg  vietinbank có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12820,ng ty cổ phần tập đo n masan th ng b o nghị quyết hđqt số ng y  như sau tài liệu đính kèm _ngaypdf
12821,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ssi hose    ita hose    hsg hose    vnm hose    hdb hose    vre hose    hose    flc hose    evfvn hose    bid hose    thông tin chi tiết xin vui lòng truy cập tại
12847,cổ phiếu vic  vingroup có dấu hiệu đè giá với khối lượng đặt bán tại bước giá lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12864,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy stb hose    ita hose    vre hose    hqc hose    hpg hose    hsg hose    gex hose    dlg hose    ldg hose    vnm hose    thông tin chi tiết xin vui lòng truy cập tại
12877,cổ phiếu vic  vingroup có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12895,cổ phiếu msn  tập đoàn masan có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
12921,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ctg hose    vhm hose    pet hose    dhc hose    vnm hose    psh hose    hose    vib upcom    kdc hose    bcg hose    thông tin chi tiết xin vui lòng truy cập tại
12944,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    trc hose    dbc hose    vjc hose    vic hose    pvt hose    pow hose    evfvn hose    dpm hose    acv upcom    thông tin chi tiết xin vui lòng truy cập tại
12955,kết thúc phiên giao dịch ngày  trên sàn hose vnindex đạt mức  điểm thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu trên sàn hnx hnxindex đạt mức  điểm tương đương thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu khối lượng giao dịch toàn thị trường đạt  triệu đơn vị tương ứng giá trị  tỷ đồng trong đó giao dịch thỏa thuận trên hose  tỷ đồng giao dịch khối ngoại hiện bán ròng trên cả sàn với tổng giá trị  tỷ đồng tập trung vào các mã vcb  tỷ đồng gas  tỷ đồng dhc  tỷ đồng
12979,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy số lượng phiên ctg hose    gex hose    hpx hose    gtn hose    ctr upcom    dvn upcom    dhc hose    vng hose    plc hnx    tcm hose    abi upcom    bcg hose    pmg hose    hax hose    src hose    hld hnx    apc hose    tct hose    dtd hnx    vid hose    mhc hose    sci hnx    teg hose    udc hose    cms hnx    ve hnx    thông tin chi tiết xin vui lòng truy cập tại
12997,cổ phiếu pnj  vàng phú nhuận có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
13007,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ctg hose    lpb upcom    mbb hose    ita hose    bid hose    ros hose    pet hose    vre hose    hdb hose    flc hose    thông tin chi tiết xin vui lòng truy cập tại
13031,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ctg hose    bid hose    plx hose    kdc hose    amv hnx    hose    pow hose    drc hose    vic hose    bvh hose    thông tin chi tiết xin vui lòng truy cập tại
13058,cổ phiếu ssi  chứng khoán ssi có dấu hiệu bán chủ động với khối lượng bán xuống lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
13080,cổ phiếu vcb  vietcombank có dấu hiệu đè giá với khối lượng đặt bán tại bước giá lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
13081,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ssi hose    tlg hose    ptl hose    apg hose   
13097,cổ phiếu vic  vingroup có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
13107,kết thúc phiên giao dịch ngày  trên sàn hose vnindex đạt mức  điểm thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu trên sàn hnx hnxindex đạt mức  điểm tương đương thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu khối lượng giao dịch toàn thị trường đạt  triệu đơn vị tương ứng giá trị  tỷ đồng trong đó giao dịch thỏa thuận trên hose  tỷ đồng giao dịch khối ngoại hiện bán ròng trên cả sàn với tổng giá trị  tỷ đồng tập trung vào các mã vcb  tỷ đồng msn  tỷ đồng sab  tỷ đồng
13140,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    dxg hose    msn hose    sab hose    pac hose    hpg hose    vhm hose    hsg hose    lhg hose    vjc hose    thông tin chi tiết xin vui lòng truy cập tại
13141,top cổ phiếu kéo chỉ số lên stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp vic ~% shb ~% vea ~% vnm ~% pvs ~% vib ~% vjc ~% pvi ~% mpc ~% msn ~% dgc ~% vgr ~% hpg ~% s ~% fox ~% top cổ phiếu kéo chỉ số xuống stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp nvl ~% thd ~% prt ~% scs ~% vif ~% acv ~% gvr ~% idc ~% pgv ~% hvn ~% vcg ~% bvb ~% dxg ~% ntp ~% bsr ~%
13170,cổ phiếu fpt  fpt corp có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
13185,cổ phiếu msn  tập đoàn masan đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
13220,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vcb hose    evfvn hose    ntp hnx    yeg hose    fuevfvnd hose    mig upcom    pac hose    fuessvfl hose    mta upcom    hah hose    hax hose    dha hose    ptl hose    vid hose    art hnx    mbg hnx    nbc hnx    ttn upcom    afx upcom    dnm hnx    sbs upcom    udj upcom    vnp upcom    tth hnx    hhg hnx    ksq hnx    hkb hnx   acm hnx   pxt hose    ppi upcom   nsh hnx    vig hnx   pvv upcom   cet hnx   
